system:index,AOI,BUILDING,BrowningFraction,BrowningSqKm,CLASSDSCRP,CNTASSDVAL,CNVYNAME,CVTTXCD,CVTTXDSCRP,CorpSspct,GLOBALID,GreeningFraction,GreeningSqKm,IMPRASSESS,IMPR_APPR,LANDAPPR,LANDASSESS,LIVUNITS,LNDVALUE,LOWPARCELI,LandUse,NAME,NAME_1,NonHispani,OBJECTID,OWNERNME1,OWNERNME2,PARCELID,PSTLADDRES,PSTLADDR_1,PSTLCITY,PSTLSTATE,PSTLZIP5,Proporti_1,Proporti_2,Proportion,REFERENCE,SITEADDRES,SITECITY,SITESTATE,SITEZIP,STATEDAREA,Shape__Are,Shape__Len,TOT_APPR,UNIT,USEDSCRP,ZONECLASS,browning,greening,layer,path,.geo
00000000000000001a85,,,0.23039212405229129,2.1235182197210835E-4,,,,,,LLC,74cd15ad-7b9e-4dd7-84db-bb6f0cf78efe,0.7691807339758573,7.089518834790761E-4,0,0,36500,14600,0,36500,14 01430004040,Residential - Single Family,Historic Westin Heights/Bankhead,Historic Westin Heights Bankhead,88.1,71709,CYPRESS GROVE LAND FUND LLC,,14 014300040401,1320 ELLSWORTH INDUSTRIAL BLVD STE A1500,,ATLANTA,GA,30318,0.316014768,0.11592288,0.406779661,R1108,1301 NORTH AVE NW,ATLANTA,GA,30318,,10025.89795,476.19895722183907,36500,,Fulton,R-4A,212.35182197210835,708.9518834790762,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43042085593893,33.76853598902469],[-84.43041188181523,33.768040947809105],[-84.43025587607043,33.76804547500312],[-84.43021573276854,33.76854484593241],[-84.43042085593893,33.76853598902469]]]}"
00000000000000001dac,,,0.41869402525062355,1.0507396285101478E-4,,,,,,LLC,e96c3e83-8fd2-4a8c-8eda-1183314bec91,0.5771766907055245,1.4484620868750647E-4,0,0,3700,1480,0,3700,14 01430003067,Residential - Single Family,Historic Westin Heights/Bankhead,Historic Westin Heights Bankhead,88.1,71595,WILLIAM T THORNTON REVOCABLE TRUST,,14 014300030675,358 WEST LAKE AVE # NW,,ATLANTA,GA,30318,0.316014768,0.11592288,0.406779661,R1108,0 BANKHEAD HWY NW REAR,ATLANTA,GA,30318,,2734.309326,261.3800093,3700,REAR,Fulton,R-4A,105.07396285101478,144.84620868750648,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43026028301807,33.77104642388686],[-84.43016661527795,33.77103752962961],[-84.43009530269806,33.771033041559726],[-84.43008192156387,33.77130502841446],[-84.43009978978431,33.771305068855746],[-84.43013095899886,33.77125600016546],[-84.43013993316552,33.77123371708157],[-84.4301533142865,33.77121588117041],[-84.43016220832328,33.77119801300122],[-84.43017558943917,33.771180177079565],[-84.43018448347262,33.77116681241213],[-84.43019337750468,33.7711534477418],[-84.4302023516618,33.77113558316663],[-84.43021124569117,33.771122218489815],[-84.4302201397192,33.77110435029595],[-84.43023352082187,33.77108651434686],[-84.43024249497286,33.771064231209934],[-84.43026028301807,33.77104642388686]]]}"
00000000000000001e27,,LOT,0.4489953568543562,9.931566231355996E-5,,,,,,LLC,000bdc29-e496-47f2-8685-cd7d8d0d68f2,0.5437446445393774,1.202737593551477E-4,0,0,475200,190080,0,475200,14 01430010086,Residential - Single Family,Historic Westin Heights/Bankhead,Historic Westin Heights Bankhead,88.1,72004,STEVEN EVANS LLC,,14 014300100866,425 CHAPPELL RD J13,,ATLANTA,GA,30318,0.316014768,0.11592288,0.406779661,R1108,425 CHAPPELL RD NW LOT CA,ATLANTA,GA,30314,,298786.1563,10260.25571,475200,CA,Fulton,R-4A,99.31566231355995,120.27375935514769,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43025138899614,33.76738552647882],[-84.43041636887725,33.767389986005476],[-84.43075081428428,33.767389929150475],[-84.43091579276111,33.76738996922043],[-84.43108077077403,33.76739442776895],[-84.43124574832305,33.76739438237657],[-84.4313884507244,33.76739443796163],[-84.43155342740826,33.76739889581447],[-84.43171399679007,33.767398906136926],[-84.43187897255847,33.76739885980933],[-84.43204394786297,33.76739889821339],[-84.43207960297951,33.76739888972567],[-84.43266378293772,33.76740336330734],[-84.43265929604758,33.767398912443255],[-84.42925252566694,33.767372125780476],[-84.42925252566694,33.76738104818373],[-84.42925701281763,33.76738108045466],[-84.42941310134562,33.7673810618133],[-84.42975644656947,33.76738106885261],[-84.43000163469459,33.767385489372444],[-84.43025138899614,33.76738552647882]]]}"
00000000000000001ffd,,,0.6854711801640777,7.182307970647719E-4,,,,,,LLC,baaa00fc-9ed1-4fa2-8522-36d5af1729dc,0.3141232319951393,3.291356162317828E-4,0,0,38400,15360,0,38400,14 01430003060,Residential - Single Family,Historic Westin Heights/Bankhead,Historic Westin Heights Bankhead,88.1,71585,CYPRESS GROVE LAND FUND LLC,,14 014300030600,1320 ELLSWORTH INDUSTRIAL BLVD STE A1500,,ATLANTA,GA,30318,0.316014768,0.11592288,0.406779661,R1108,0 ANTHONY PL NW,ATLANTA,GA,30318,,11214.06299,424.3191107,38400,,Fulton,R-4A,718.2307970647719,329.1356162317828,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43009530269806,33.771033041559726],[-84.42983665364734,33.77102410506669],[-84.4297698277779,33.771019649055646],[-84.42974747234416,33.77132734437174],[-84.43007743447627,33.77134518779701],[-84.43008192156387,33.77130502841446],[-84.43009530269806,33.771033041559726]]]}"
0000000000000000233a,,,0.45270353681253017,1.9971841079709576E-4,,,,,,LLC,feddf84b-f3c1-4beb-a2f8-4280dcaa9915,0.5468704367239267,2.4126185384684917E-4,0,0,30700,12280,0,30700,14 01430003042,Residential - Single Family,Historic Westin Heights/Bankhead,Historic Westin Heights Bankhead,88.1,71578,CYPRESS GROVE LAND FUND LLC,,14 014300030428,1320 ELLSWORTH INDUSTRIAL BLVD STE A1500,,ATLANTA,GA,30318,0.316014768,0.11592288,0.406779661,R1108,579 WEST ANTHONY ST NW,ATLANTA,GA,30318,,4739.593018,289.6006034,30700,,Fulton,R-4A,199.71841079709577,241.26185384684916,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.42969402759886,33.770591627065386],[-84.42938185162222,33.770578238145575],[-84.42937736448108,33.770716455800574],[-84.42968505336398,33.77072981249252],[-84.42969402759886,33.770591627065386]]]}"
000000000000000025b0,,,0.11110342055716856,1.7116607651792318E-4,,,,,,LLC,9cde3d8d-260d-48d0-8f40-e3002bff4b3d,0.8884813638936138,0.001368796,0,0,34800,13920,0,34800,14 01430005084,Residential - Single Family,Historic Westin Heights/Bankhead,Historic Westin Heights Bankhead,88.1,71828,TWO PIERCE AVENUE LLC,,14 014300050848,1314 DONALD LEE HOLLOWELL PKWY NW,,ATLANTA,GA,30318,0.316014768,0.11592288,0.406779661,R1108,512 PIERCE AVE NW,ATLANTA,GA,30318,,16659.04956,538.1852973,34800,,Fulton,R-4A,171.1660765179232,1368.7955632177047,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43192800849151,33.76921816713902],[-84.43192352154509,33.76895514053253],[-84.43136617603217,33.76894617810997],[-84.43136168904279,33.76902644635231],[-84.43135720205305,33.76921369659864],[-84.43192800849151,33.76921816713902]]]}"
0000000000000000294f,,,0.47924817571817113,4.30378714454174E-4,,,,,,LLC,fe72d3aa-a758-404c-8ffe-5f23a6e20efe,0.520348028,4.6728757012322834E-4,0,0,37700,15080,0,37700,14 01430003027,Residential - Single Family,Historic Westin Heights/Bankhead,Historic Westin Heights Bankhead,88.1,71634,CYPRESS GROVE LAND FUND LLC,,14 014300030279,1320 ELLSWORTH INDUSTRIAL BLVD STE A1500,,ATLANTA,GA,30318,0.316014768,0.11592288,0.406779661,R1108,0 ANTHONY ST NW,ATLANTA,GA,30318,,9659.44165,396.03583277000905,37700,,Fulton,R-4A,430.37871445417403,467.28757012322836,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.42954683394822,33.77101070428193],[-84.42926590699028,33.77100186723017],[-84.42924363149226,33.771305062440504],[-84.42953345268893,33.771318464062475],[-84.42954683394822,33.77101070428193]]]}"
00000000000000002964,,,0.45355739782810883,3.6483076652089755E-4,,,,,,LLC,9d3bf748-b7a6-409b-8593-7e85676bcc17,0.5442506114245705,4.3778222711460247E-4,0,0,34800,13920,0,34800,14 01430005069,Residential - Single Family,Historic Westin Heights/Bankhead,Historic Westin Heights Bankhead,88.1,71779,CYPRESS GROVE LAND FUND LLC,,14 014300050699,1320 ELLSWORTH INDUSTRIAL BLVD STE A1500,,ATLANTA,GA,30318,0.316014768,0.11592288,0.406779661,R1108,518 PIERCE AVE NW,ATLANTA,GA,30318,,8749.04834,451.1758502920741,34800,,Fulton,R-4A,364.83076652089755,437.78222711460245,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43192800849151,33.76921816713902],[-84.43135720205305,33.76921369659864],[-84.43135279518782,33.76934750164958],[-84.43193249543758,33.769356451662844],[-84.43192800849151,33.76921816713902]]]}"
0000000000000000003e,,,0.4439617332219801,3.5199277815433115E-4,,,,,,LLC,fa042c23-fcd5-4d48-92fd-8cd683a0f562,0.5548155462360526,4.3988265399710853E-4,19040,47600,35000,14000,1,35000,14 01430005068,Residential - Single Family,Historic Westin Heights/Bankhead,Historic Westin Heights Bankhead,88.1,71807,TWO PIERCE AVENUE LLC,,14 014300050681,1314 DONALD LEE HOLLOWELL PKWY NW,,ATLANTA,GA,30318,0.316014768,0.11592288,0.406779661,R1108,522 PIERCE AVE NW,ATLANTA,GA,30318,,8452.959717,451.1113456,82600,,Fulton,R-4A,351.9927781543311,439.88265399710855,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43193690225928,33.76948572517175],[-84.43193249543758,33.769356451662844],[-84.43135279518782,33.76934750164958],[-84.43134382120665,33.76948127070052],[-84.43193690225928,33.76948572517175]]]}"
00000000000000000279,,,0.39849183659077725,6.189407245807798E-4,,,,,,LLC,c84fd02a-4a89-45af-9c99-e821aa406958,0.6011348847863173,9.336875363459778E-4,14160,35400,44900,17960,1,44900,14 01430005075,Residential - Single Family,Historic Westin Heights/Bankhead,Historic Westin Heights Bankhead,88.1,71777,532 PIERCE LLC,,14 014300050756,4279 ROSWELL RD NE STE 208 283,,ATLANTA,GA,30318,0.316014768,0.11592288,0.406779661,R1108,532 PIERCE AVE NW,ATLANTA,GA,30318,,16696.86206,546.8682746,80300,,Fulton,R-4A,618.9407245807798,933.6875363459778,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43193690225928,33.76948572517175],[-84.43134382120665,33.76948127070052],[-84.43133492734897,33.76973094685403],[-84.43194138920467,33.769739913057975],[-84.43193690225928,33.76948572517175]]]}"
00000000000000000542,,,0.23324006920662008,2.0923465022690157E-4,,,,,,LLC,0d3f9857-b16d-4953-a2d5-449b95926f07,0.7654891794186517,6.86703880911014E-4,40720,101800,35100,14040,1,35100,14 01430005042,Residential - Single Family,Historic Westin Heights/Bankhead,Historic Westin Heights Bankhead,88.1,71682,ATL GIRL INVESTMENTS LLC,,14 014300050426,2450 FOUNTAINBLEAU DR,,ATLANTA,GA,30360,0.316014768,0.11592288,0.406779661,R1108,493 CHAPPELL RD NW,ATLANTA,GA,30318,,9677.796875,516.7307706,136900,,Fulton,R-4A,209.23465022690158,686.7038809,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.4334396091572,33.76885696046582],[-84.43341733524379,33.76882579149809],[-84.43338608765313,33.76878563598419],[-84.43335492016794,33.76874998769935],[-84.43332815938336,33.768709864254575],[-84.4327350923957,33.76868757302918],[-84.4327350923957,33.76884358591657],[-84.43305614412893,33.76882133657815],[-84.4334396091572,33.76885696046582]]]}"
00000000000000000874,,,0.23047849526966072,1.1643099376080082E-4,,,,,,LLC,934706c3-8f9b-499f-ae4c-1ffcf2954c1c,0.7690884001754794,3.8852096208614464E-4,24160,60400,30400,12160,1,30400,14 01430005056,Residential - Single Family,Historic Westin Heights/Bankhead,Historic Westin Heights Bankhead,88.1,71744,488 ELBRIDGE DR LLC,,14 014300050566,4229 EARNEY RD,,WOODSTOCK,GA,30188,0.316014768,0.11592288,0.406779661,R1108,488 ELBRIDGE DR NW,ATLANTA,GA,30318,,5435.684814,317.7680566,90800,,Fulton,R-4A,116.43099376080082,388.52096208614466,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.43311415278974,33.768981831245824],[-84.43308290503758,33.76886146003124],[-84.43305165726879,33.76884807135973],[-84.4327350923957,33.76887035280732],[-84.43273060551103,33.769004155006904],[-84.43311415278974,33.768981831245824]]]}"
