system:index,AOI,BUILDING,BrowningFraction,BrowningSqKm,CLASSDSCRP,CNTASSDVAL,CNVYNAME,CVTTXCD,CVTTXDSCRP,CorpSspct,GLOBALID,GreeningFraction,GreeningSqKm,IMPRASSESS,IMPR_APPR,LANDAPPR,LANDASSESS,LIVUNITS,LNDVALUE,LOWPARCELI,LandUse,NAME,NAME_1,NonHispani,OBJECTID,OWNERNME1,OWNERNME2,PARCELID,PSTLADDRES,PSTLADDR_1,PSTLCITY,PSTLSTATE,PSTLZIP5,Proporti_1,Proporti_2,Proportion,REFERENCE,SITEADDRES,SITECITY,SITESTATE,SITEZIP,STATEDAREA,Shape__Are,Shape__Len,TOT_APPR,UNIT,USEDSCRP,ZONECLASS,browning,greening,layer,path,.geo
00000000000000002b04,,,0.5134110196119454,3.6119419055826523E-6,,,,,,LLC,b8ead7ec-006a-47ba-8779-76f5f191664c,0.48443482820346984,3.4080890157643487E-6,0,0,14700,5880,0,14700,14 01020003070,Residential - Single Family,Perkerson,Perkerson,74.6,128637,JSR HOMES LLC,,14 010200030708,2870 PHARR COURT SOUTH NW APT 2607,,ATLANTA,GA,30305,0.200092086,0.091139501,0.169911504,R1157,0 ROWENA LN,ATLANTA,GA,30315,,5377.256592,299.6040642,14700,,Fulton,R-4,3.6119419055826523,3.408089015764349,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.41341827989497,33.69372563480155],[-84.41341379153374,33.69372560224434],[-84.41340938332148,33.69389063700985],[-84.41341379153374,33.693890580909],[-84.41341379153374,33.69386830030214],[-84.41341827989497,33.69372563480155]]]}"
00000000000000002b2e,,,0.040627563,1.4644532519228318E-7,,,,,,LLC,7d96cd6c-05eb-4e08-978e-6b4c089b236b,1.2084263272025728,4.355870087006513E-6,0,0,14700,5880,0,14700,14 01020003072,Residential - Single Family,Perkerson,Perkerson,74.6,128627,JSR HOMES LLC,,14 010200030724,2870 PHARR COURT SOUTH NW APT 2607,,ATLANTA,GA,30305,0.200092086,0.091139501,0.169911504,R1157,0 ROWENA LN,ATLANTA,GA,30315,,5353.236572,298.5567464,14700,,Fulton,R-4,0.14644532519228318,4.3558700870065135,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-84.41340935225095,33.6940644986962],[-84.41340935225095,33.694055580494094]]},{""type"":""Polygon"",""coordinates"":[[[-84.41340938332148,33.69406445957703],[-84.41340489495957,33.694220560907816],[-84.41340938332148,33.69422059346773],[-84.41340938332148,33.69419380580885],[-84.41340938332148,33.69406445957703]]]}]}"
00000000000000002b49,,,0,0,,,,,,LLC,a0b7baaa-0fc2-493a-a35e-c5652080c949,1.080095249731195,7.316423549955967E-6,0,0,14700,5880,0,14700,14 01020003071,Residential - Single Family,Perkerson,Perkerson,74.6,128673,JSR HOMES LLC,,14 010200030716,2870 PHARR COURT SOUTH NW APT 2607,,ATLANTA,GA,30305,0.200092086,0.091139501,0.169911504,R1157,0 ROWENA LN,ATLANTA,GA,30315,,5392.295898,299.6727677,14700,,Fulton,R-4,0,7.316423549955967,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[-84.41340935225095,33.69404666229199],[-84.41340935225095,33.694055580494094]]},{""type"":""Polygon"",""coordinates"":[[[-84.41340938332148,33.69389063700985],[-84.41340938332148,33.69404668614925],[-84.41341379153374,33.69403327871608],[-84.41341379153374,33.69394407135196],[-84.41341379153374,33.693899510158346],[-84.41341379153374,33.693890580909],[-84.41340938332148,33.69389063700985]]]}]}"
00000000000000002b73,,,0,0,,,,,,LLC,7e9b0335-22d4-41e0-afa0-14beb17deb34,0.997930055,7.294136443441991E-6,0,0,14700,5880,0,14700,14 01020003073,Residential - Single Family,Perkerson,Perkerson,74.6,128711,JSR HOMES LLC,,14 010200030732,2870 PHARR COURT SOUTH NW APT 2607,,ATLANTA,GA,30305,0.200092086,0.091139501,0.169911504,R1157,0 ROWENA LN,ATLANTA,GA,30315,,5352.374023,298.4143698,14700,,Fulton,R-4,0,7.294136443441991,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.41340489495957,33.694220560907816],[-84.41340040659732,33.69438559118033],[-84.41340489495958,33.694385538701184],[-84.41340489495958,33.694363258212],[-84.41340938332148,33.69422952268567],[-84.41340938332148,33.69422059346773],[-84.41340489495957,33.694220560907816]]]}"
00000000000000002b82,,,0,0,,,,,,LLC,b9a52bcb-7c9b-444e-8ac9-7b6dcd4614d6,0.9930129680849384,7.188682528570587E-6,0,0,14700,5880,0,14700,14 01020003074,Residential - Single Family,Perkerson,Perkerson,74.6,128645,JSR HOMES LLC,,14 010200030740,2870 PHARR COURT SOUTH NW APT 2607,,ATLANTA,GA,30305,0.200092086,0.091139501,0.169911504,R1157,0 ROWENA LN,ATLANTA,GA,30315,,5318.455322,297.4837145,14700,,Fulton,R-4,0,7.188682528570587,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.41340040659732,33.69438559118033],[-84.41339599838406,33.69455053973966],[-84.41340040659732,33.69455056868289],[-84.41340040659732,33.69452378111843],[-84.41340489495957,33.69439888998416],[-84.41340489495958,33.694385538701184],[-84.41340040659732,33.69438559118033]]]}"
00000000000000002b8d,,,0,0,,,,,,LLC,109e6917-444d-4d07-b04a-e363499d56b0,1.0004836231058671,7.002378526037817E-6,0,0,14700,5880,0,14700,14 01020003076,Residential - Single Family,Perkerson,Perkerson,74.6,128716,JSR HOMES LLC,,14 010200030765,2870 PHARR COURT SOUTH NW APT 2607,,ATLANTA,GA,30305,0.200092086,0.091139501,0.169911504,R1157,0 ROWENA LN,ATLANTA,GA,30315,,5264.835938,295.6954812,14700,,Fulton,R-4,0,7.002378526037817,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.41339599838406,33.69471551695158],[-84.41339151002111,33.694715569428496],[-84.41338702165784,33.694876091727856],[-84.41339151002111,33.69487603925202],[-84.41339151002111,33.694849336820276],[-84.41339599838406,33.69472444612231],[-84.41339599838406,33.69471551695158]]]}"
00000000000000002b9a,,,0.037426644279486956,2.671136734532375E-7,,,,,,LLC,d9ab8046-b9cc-45d9-92f5-57f169833919,0.9574989134085372,6.833662408473446E-6,0,0,15100,6040,0,15100,14 01020003077,Residential - Single Family,Perkerson,Perkerson,74.6,128698,JSR HOMES LLC,,14 010200030773,2870 PHARR COURT SOUTH NW APT 2607,,ATLANTA,GA,30305,0.200092086,0.091139501,0.169911504,R1157,0 ROWENA LN,ATLANTA,GA,30315,,6162.728027,303.8273906,15100,,Fulton,R-4,0.2671136734532375,6.833662408473446,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.41338702165784,33.69503656127621],[-84.41338702165784,33.69501428094196],[-84.41339151002111,33.69488939046504],[-84.41339151002111,33.69487603925202],[-84.41338702165784,33.694876091727856],[-84.41338261344359,33.69503661736959],[-84.41338702165784,33.69503656127621]]]}"
00000000000000002ba7,,,0.2085456424107708,1.3636913636151482E-6,,,,,,LLC,6f68eb70-19f5-4ecf-9016-84fcca66bfff,0.7897502267335617,5.164219933631374E-6,0,0,14700,5880,0,14700,14 01020003075,Residential - Single Family,Perkerson,Perkerson,74.6,128654,JSR HOMES LLC,,14 010200030757,2870 PHARR COURT SOUTH NW APT 2607,,ATLANTA,GA,30305,0.200092086,0.091139501,0.169911504,R1157,0 ROWENA LN,ATLANTA,GA,30315,,5312.453369,297.0445557,14700,,Fulton,R-4,1.3636913636151482,5.164219933631374,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.41339599838406,33.69455053973966],[-84.41339151002111,33.694715569428496],[-84.41339599838406,33.69471551695158],[-84.41339599838406,33.694688814474056],[-84.41339599838406,33.69466202694917],[-84.41340040659732,33.694559497869356],[-84.41340040659732,33.69455056868289],[-84.41339599838406,33.69455053973966]]]}"
00000000000000002be9,,,0.002920286,4.100403657146529E-8,,,,,,LLC,aa306eda-f793-4506-9567-69bc0e1880ee,0.9947311557238534,1.3967122823701187E-5,0,0,17300,6920,0,17300,14 01020003078,Residential - Single Family,Perkerson,Perkerson,74.6,128662,JSR HOMES LLC,,14 010200030781,2870 PHARR COURT SOUTH NW APT 2607,,ATLANTA,GA,30305,0.200092086,0.091139501,0.169911504,R1157,0 ROWENA LN,ATLANTA,GA,30315,,10786.68359,495.0293007347171,17300,,Fulton,R-4,0.041004037,13.967122823701187,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.4133737168647,33.69553156908904],[-84.41336474013508,33.695865961678834],[-84.41336922850006,33.69587041625948],[-84.41336922850006,33.695843714111206],[-84.4133737168647,33.69567868641608],[-84.41337812507963,33.69554044209173],[-84.4133737168647,33.69553156908904]]]}"
00000000000000000048,,,0.092386633,1.3574839133409896E-4,,,,,,LLC,c9d008ca-94a8-49c7-a70a-921dc733c59c,0.9069839342964793,0.001332678,50080,125200,30700,12280,1,30700,14 01010008024,Residential - Single Family,Perkerson,Perkerson,74.6,128465,NOAH HOMES LLC,,14 010100080241,6828 CREEKWOOD DR,,DOUGLASVILLE,GA,30135,0.200092086,0.091139501,0.169911504,R1157,800 BROOKDALE AVE SW,ATLANTA,GA,30315,,15909.57422,510.300127,155900,,Fulton,R-4,135.74839133409895,1332.6777441143981,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.41559429321842,33.68592221911954],[-84.41539809466005,33.685922210542756],[-84.41524653723685,33.68621201773327],[-84.41524204901529,33.686220915283066],[-84.41524204901529,33.686225422805485],[-84.41523756079339,33.68622989787935],[-84.41523756079339,33.68623432035372],[-84.41523315271797,33.686243221517714],[-84.41523315271797,33.68624772903901],[-84.41523315271797,33.686252151512534],[-84.41523315271797,33.68625657398584],[-84.41523315271797,33.68626550397939],[-84.41523315271797,33.686270011499616],[-84.41523315271797,33.68627443397209],[-84.41523315271797,33.68627894149189],[-84.41523315271797,33.68628336396393],[-84.41523315271797,33.68628778643577],[-84.41523315271797,33.686296716426355],[-84.41523756079339,33.68630116772956],[-84.41523756079339,33.686310097718916],[-84.41524204901529,33.68631455263825],[-84.41524204901529,33.68631906015618],[-84.41524653723685,33.686323515074974],[-84.41524653723685,33.686327937544995],[-84.41525094531127,33.68633238884642],[-84.41525543353215,33.68633684376433],[-84.4152598416059,33.68634129506508],[-84.4152643298261,33.68635025749886],[-84.41526881804594,33.68635471241556],[-84.4152732261187,33.68635916371508],[-84.41527771433788,33.6863636186311],[-84.41528220255671,33.68636807354675],[-84.41528661062844,33.686372524845254],[-84.41529558706442,33.6863770122071],[-84.41529999513514,33.686377041037005],[-84.41530448335227,33.686381495951316],[-84.41530889142234,33.68638594724848],[-84.41531786785491,33.68638592709326],[-84.41532227592397,33.686390378389774],[-84.41532676413941,33.686394833302735],[-84.41533566042256,33.686394809529396],[-84.41534014863696,33.686394841974575],[-84.41534904491807,33.686399325714795],[-84.41535353313145,33.68639927311201],[-84.41535794119785,33.68640372440673],[-84.41536242941055,33.68640375685106],[-84.4153713256883,33.68640373307497],[-84.41537581389998,33.68640376551876],[-84.4153847101757,33.68640374174161],[-84.41538919838636,33.686403774184846],[-84.41539368659667,33.68640380662793],[-84.41558988516975,33.68640823778778],[-84.41559429321842,33.68592221911954]]]}"
0000000000000000026a,,,0.015064676196048232,1.2637628600410386E-5,,,,,,LLC,e2784815-418e-4127-abff-20e1445a5523,0.9844874933462324,8.258781762546185E-4,33640,84100,26000,10400,1,26000,14 01010009095,Residential - Single Family,Perkerson,Perkerson,74.6,128606,NAJARIAN CAPITAL LLC,,14 010100090950,3520 PIEDMONT RD NE STE 415,,ATLANTA,GA,30311,0.200092086,0.091139501,0.169911504,R1157,2511 BAXTER RD SW,ATLANTA,GA,30315,,9033.569824,421.1179623,110100,,Fulton,R-4,12.637628600410386,825.8781762546184,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.41381068958007,33.68608716928439],[-84.41331568869546,33.68607826180479],[-84.41331128047584,33.68624322497536],[-84.41380620124882,33.6862521289338],[-84.41380620124882,33.68618528163188],[-84.41381068958007,33.68608716928439]]]}"
