system:index,AOI,BUILDING,Browning fraction,BrowningSqKm,CLASSDSCRP,CNTASSDVAL,CNVYNAME,CVTTXCD,CVTTXDSCRP,CorpSspct,GLOBALID,GreeningFraction,GreeningSqKm,IMPRASSESS,IMPR_APPR,LANDAPPR,LANDASSESS,LIVUNITS,LNDVALUE,LOWPARCELI,LandUse,NAME,NAME_1,NonHispani,OBJECTID,OWNERNME1,OWNERNME2,PARCELID,PSTLADDRES,PSTLADDR_1,PSTLCITY,PSTLSTATE,PSTLZIP5,Proporti_1,Proporti_2,Proportion,REFERENCE,SITEADDRES,SITECITY,SITESTATE,SITEZIP,STATEDAREA,Shape__Are,Shape__Len,TOT_APPR,UNIT,USEDSCRP,ZONECLASS,browning,greening,layer,path,.geo
00000000000000001230,,,0.37153004798660993,3.254859881992435E-4,,,,,,LLC,7b5807c8-a242-44d5-899f-0fc700d2b06b,0.6280108164476909,5.501808596613358E-4,30960,77400,30900,12360,1,30900,14 01990002073,Residential - Single Family,Campbellton Road,Campbellton Road,92.4,89656,GREAT INVESTORS GROUP LLC,,14 019900020737,8345 ST MARLOW FAIRWAY DR,,DULUTH,GA,30097,0.12137754,0.038504005,0.103448276,R1031,2486 IVYDALE DR SW,ATLANTA,GA,30311,,9552.894531,448.3042239,108300,,Fulton,R-4,325.4859881992435,550.1808596613357,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.47032977363055,33.69826946220733],[-84.47018260197561,33.69827385577688],[-84.4701335980562,33.6982783841527],[-84.46999531389879,33.698693075920936],[-84.47018260197561,33.69872423694582],[-84.47032977363055,33.69826946220733]]]}"
000000000000000014cc,,,0.3245251754964063,5.52126514271077E-4,,,,,,LLC,fdfbe5a4-ee81-4730-8cb9-c04b496bf5bd,0.6739985575892031,0.001146698,39360,98400,37400,14960,1,37400,14 01990002070,Residential - Single Family,Campbellton Road,Campbellton Road,92.4,89680,DOWNSBY PROPERTY HOLDINGS LLC,,14 019900020703,3562 HABERSHAM AT NORTHLAKE BLDG J STE 200,,TUCKER,GA,30084,0.12137754,0.038504005,0.103448276,R1031,2516 IVYDALE DR SW,ATLANTA,GA,30311,,18291.55225,637.6258905,135800,,Fulton,R-4,552.1265143,1146.6983221139383,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.47141337158986,33.698238196479025],[-84.47108780588023,33.698247121771224],[-84.47097186369453,33.69885806902304],[-84.47098971944666,33.698862523652096],[-84.47101646302936,33.69886695020148],[-84.47103880271929,33.69887585725186],[-84.47106554627953,33.69888036883101],[-84.47108780588023,33.69888476509413],[-84.47110566159697,33.69888921970452],[-84.47113240512664,33.6988981534254],[-84.47115474477228,33.698902638294285],[-84.47141337158986,33.698238196479025]]]}"
0000000000000000150f,,,0.26752367965691387,2.9653202090917854E-4,,,,,,LLC,917cba44-bb46-451e-9604-209353ae200c,0.731258231,8.105506069129592E-4,26920,67300,32600,13040,1,32600,14 01990005034,Residential - Single Family,Campbellton Road,Campbellton Road,92.4,89830,CC ATL II LLC,,14 019900050346,11 PIEDMONT CTR STE 300,,ATLANTA,GA,30305,0.12137754,0.038504005,0.103448276,R1031,2688 DODSON TER SW,ATLANTA,GA,30311,,12035.79443,471.2911948817061,99900,,Fulton,R-4,296.5320209091785,810.5506069129592,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.47674195042332,33.69807322430112],[-84.47649671771178,33.69805538953568],[-84.47649671771178,33.69808217800362],[-84.47648783070879,33.69850129622315],[-84.4767330634576,33.698505779393074],[-84.47674195042332,33.69808657601581],[-84.47674195042332,33.69807322430112]]]}"
0000000000000000223c,,,0.21593412885736718,3.653016148945865E-4,,,,,,LLC,f73ad20b-0452-4450-8523-de3c6de54fed,0.7836261689017339,0.001325682,26760,66900,37100,14840,1,37100,14 01990004023,Residential - Single Family,Campbellton Road,Campbellton Road,92.4,89728,RMACK RENTALS LLC,,14 019900040230,300 COLONIAL CENTER PKWY STE 100N,,LILBURN,GA,30048,0.12137754,0.038504005,0.103448276,R1031,2033 WELLS DR SW,ATLANTA,GA,30311,,18375.76416,738.9310701,104000,,Fulton,R-4,365.30161489458646,1325.6816163717551,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.46814482101537,33.699763262376216],[-84.46812696439471,33.699749878086735],[-84.46810470366714,33.69973646698111],[-84.46808684703421,33.69972308268253],[-84.46806899039585,33.699705276275594],[-84.46800661223071,33.69965622549746],[-84.46780146046622,33.69984349684823],[-84.46732437173064,33.70028495376175],[-84.46746706635246,33.70040086534064],[-84.46780146046622,33.700084245672244],[-84.46786832304461,33.70002183917945],[-84.46814482101537,33.699763262376216]]]}"
00000000000000002270,,,0.2986657292712279,3.5354637662055445E-4,,,,,,LLC,96150b6e-9195-46c5-89e5-c967e58ddac0,0.7001260395739293,8.287761206250563E-4,47040,117600,32000,12800,1,32000,14 01990004025,Residential - Single Family,Campbellton Road,Campbellton Road,92.4,95869,RMACK RENTALS LLC,,14 019900040255,300 COLONIAL CENTER PKWY STE 100 N,,ROSWELL,GA,30076,0.12137754,0.038504005,0.103448276,R1031,2023 WELLS DR SW,ATLANTA,GA,30311,,12535.27295,507.3702263,149600,,Fulton,R-4,353.54637662055444,828.7761206250564,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.46817156589891,33.70025820143456],[-84.46801101633955,33.70012439912584],[-84.46800661223071,33.700128879432405],[-84.46780146046622,33.700316149730845],[-84.46759638805752,33.700503422772805],[-84.46775245455186,33.700632772673735],[-84.46780594466549,33.70058813730364],[-84.46817156589891,33.70025820143456]]]}"
000000000000000024e9,,,0.12602866707944618,2.9653430945487583E-4,,,,,,LLC,a945d011-35db-4b11-953f-1a5436362c33,0.8734101408525771,0.002055057,24760,61900,39800,15920,1,39800,14 01990004034,Residential - Single Family,Campbellton Road,Campbellton Road,92.4,89882,TRUE NORTH PROPERTIES LLC,,14 019900040347,PO BOX 3802,,MABLETON,GA,30126,0.12137754,0.038504005,0.103448276,R1031,1969 WELLS DR SW,ATLANTA,GA,30311,,25239.83081,834.5143269398219,101700,,Fulton,R-4,296.5343094548758,2055.056829454035,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.46993293778796,33.701239204471165],[-84.46981250926767,33.70113662221191],[-84.46976350503816,33.70108315328839],[-84.46975013296188,33.70106529263929],[-84.46941118583953,33.701243692627315],[-84.46882705194656,33.70155578233963],[-84.46884042423389,33.70157364299462],[-84.46885379651818,33.70159141860632],[-84.46886716879938,33.70161378630962],[-84.46888054107754,33.701631561911654],[-84.46888950931029,33.70164939575808],[-84.46890288158333,33.70166725639046],[-84.46891625385332,33.701689539033424],[-84.46892962612027,33.70171182167018],[-84.46980802522224,33.701301653087256],[-84.46993293778796,33.701239204471165]]]}"
0000000000000000282d,,,0.13599834668551677,2.3161446090223746E-4,,,,,,LLC,294504c7-6e1a-42db-9a5a-c22924104e5b,0.862333862,0.001468613,26880,67200,18100,7240,1,18100,14 01990004008,Residential - Single Family,Campbellton Road,Campbellton Road,92.4,89722,WELLS 1978 LLC,,14 019900040081,4002 HIGHWAY 78 STE 530 295,,SNELLVILLE,GA,30039,0.12137754,0.038504005,0.103448276,R1031,1978 WELLS DR SW,ATLANTA,GA,30311,,18383.93384,825.9030444968821,85300,,Fulton,R-4,231.61446090223745,1468.6133870886833,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.46868436064229,33.701578061757814],[-84.46866650418632,33.70155574869026],[-84.46864872779874,33.7015335242339],[-84.4686308713319,33.7015156331737],[-84.46861301485961,33.70149332008536],[-84.46859515838187,33.70147551405223],[-84.46857289783247,33.70145325918778],[-84.46855504134248,33.7014353681033],[-84.46853718484705,33.70141756205225],[-84.46781034878943,33.70195712229408],[-84.46767213921451,33.702059706833424],[-84.46768551176588,33.70214882956642],[-84.46781034878943,33.70207753659246],[-84.46868436064229,33.701578061757814]]]}"
00000000000000002871,,,0.17534753084525556,3.308245415916631E-4,,,,,,LLC,2693168f-9f0d-4d26-bcea-c41a694dc797,0.8240481261275606,0.001554714,26240,65600,17700,7080,1,17700,14 01990004009,Residential - Single Family,Campbellton Road,Campbellton Road,92.4,89741,FYR SFR BORROWER LLC,,14 019900040099,3505 KOGER BLVD #400,,CHRISTIANSTED,VI,820,0.12137754,0.038504005,0.103448276,R1031,1984 WELLS DR SW,ATLANTA,GA,30311,,20151.60254,799.6962102,83300,,Fulton,R-4,330.8245415916631,1554.7144705231271,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.46853718484705,33.70141756205225],[-84.46852381249039,33.70140420840524],[-84.46850603605945,33.7013908279513],[-84.46849266369566,33.701381896325096],[-84.4684748071812,33.70136409025625],[-84.46845695066125,33.701350706210626],[-84.46836334397206,33.701274833587846],[-84.46781034878943,33.7017564314534],[-84.46764539410263,33.701899149113416],[-84.46767213921451,33.702059706833424],[-84.46781034878943,33.70195712229408],[-84.46853718484705,33.70141756205225]]]}"
00000000000000002a58,,,0.42217608491073066,5.217961726746138E-4,,,,,,LLC,4cc64654-d6c5-40d4-802e-83ba82feb0d1,0.5759114466018136,7.118081752543354E-4,30040,75100,34500,13800,1,34500,14 01990004011,Residential - Single Family,Campbellton Road,Campbellton Road,92.4,89698,O R 11 LLC,,14 019900040115,1341 OLD COACH RD SW,,MARIETTA,GA,30008,0.12137754,0.038504005,0.103448276,R1031,1996 WELLS DR SW,ATLANTA,GA,30311,,13271.49951,612.207153,109600,,Fulton,R-4,521.7961726746138,711.8081752543354,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.46821616736912,33.70115447154466],[-84.46809133121161,33.70105636781422],[-84.46780594466549,33.70129719515196],[-84.4675829354105,33.70148893643154],[-84.4676141647649,33.7016895784661],[-84.46780594466549,33.70151566008482],[-84.46821616736912,33.70115447154466]]]}"
00000000000000002ace,,,0.3302551874507975,3.713424775353833E-4,,,,,,LLC,94a2e110-a993-4683-83e7-9b1ab1c8fbdc,0.6687590018831637,7.519597997847721E-4,23800,59500,14700,5880,1,14700,14 01990004016,Residential - Single Family,Campbellton Road,Campbellton Road,92.4,89736,FYR SFR BORROWER LLC,,14 019900040164,3505 KOGER BLVD #400,,CHRISTIANSTED,VI,820,0.12137754,0.038504005,0.103448276,R1031,2028 WELLS DR SW,ATLANTA,GA,30311,,12046.7063,521.6810319,74200,,Fulton,R-4,371.3424775353833,751.9597997847721,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.46752055672704,33.70059706246935],[-84.46737786223571,33.700481151162585],[-84.46692303123116,33.70088243916549],[-84.4670702110876,33.70099395896334],[-84.46752055672704,33.70059706246935]]]}"
00000000000000002202,,,0.12771910297794034,4.0989663569857097E-4,,,,,,LLC,25b6003a-d88c-40e2-90a5-0f74d7fface2,0.8712410081759671,0.002796126,0,0,197200,78880,0,197200,14 0009  LL085,Residential - Single Family,Custer/McDonough/Guice,Custer McDonough Guice,42.3,109534,ORANGE BLOSSOM TERRACE LLC,,14 0009  LL0854,3000 MONTCLAIR CIR SE,,SMYRNA,GA,30080,0.109089773,0.125276483,0.168161435,R1074,1103 CUSTER AVE SE,ATLANTA,GA,30316,,34719.87134,751.9152009,197200,,Fulton,R-4A-C,409.89663569857095,2796.126419676167,Tax_Parcel_2021_LLC,C:\Users\kem99059\Desktop\ForestHealthPostDoc\Atlanta\AtlTaxParcels2021\Tax_Parcel_2021_LLC.shp,"{""type"":""Polygon"",""coordinates"":[[[-84.35305991854683,33.71509361013124],[-84.35275223001278,33.71505346323616],[-84.35248914902725,33.71501781768814],[-84.35247125723116,33.715539504006735],[-84.35253817091609,33.715552930935175],[-84.35262289604864,33.715570741663086],[-84.3527120338173,33.7155885837649],[-84.35275223001278,33.715597475184275],[-84.35304651988785,33.715655458580045],[-84.35305991854683,33.71509361013124]]]}"
